row_id,task,difficulty,model,variant,valid,overall_correct,methods_correct,columns_correct,over_selection,under_selection,n_pred_methods,n_gt_methods,pred_methods,gt_methods,ssc,drop_rate,add_rate_in,add_rate_out,label_clarity_auto,verdicts,selfcheck_changed
141,Distribution Compliance Test,hard,14B,V4,1,1,1,1,0,0,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
142,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
143,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
144,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
145,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
146,Correlation Analysis,easy,14B,V4,1,1,1,1,0,0,1,1,Partial Correlation Coefficient,Partial Correlation Coefficient,,,,,n/a,,0
147,Distribution Compliance Test,hard,14B,V4,1,0,0,1,0,1,1,3,Shapiro-Wilk Test of Normality,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,1
148,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
149,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
150,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
151,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
152,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
153,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
154,Variance Test,hard,14B,V4,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,0
155,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
156,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
157,Correlation Analysis,hard,14B,V4,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
158,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,9,3,Mean|Median|Standard Deviation|Skewness|Kurtosis|Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
159,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
160,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
161,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Levene Test|Mood Variance Test,Mood Variance Test|Levene Test,,,,,n/a,,1
162,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
163,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
164,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
165,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
166,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
167,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,2,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,1
168,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
169,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
170,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
171,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
172,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
173,Correlation Analysis,easy,14B,V4,1,1,1,1,0,0,3,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
174,Contingency Table Test,easy,14B,V4,1,0,0,0,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,1
175,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Levene Test|Mood Variance Test,Mood Variance Test|Levene Test,,,,,n/a,,1
176,Contingency Table Test,easy,14B,V4,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,1
177,Variance Test,hard,14B,V4,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,0
178,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
179,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
180,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
181,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,3,1,Anderson-Darling Test|Kolmogorov-Smirnov Test|Shapiro-Wilk Test of Normality,Kolmogorov-Smirnov Test,,,,,n/a,,0
182,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
183,Correlation Analysis,hard,14B,V4,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
184,Variance Test,easy,14B,V4,1,0,0,1,0,1,2,4,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,,n/a,,1
185,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
186,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
187,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
188,Contingency Table Test,easy,14B,V4,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
189,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
190,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
191,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
192,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
193,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
194,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
195,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,1,4,1,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
196,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
197,Variance Test,easy,14B,V4,1,0,0,1,1,1,2,4,Descriptive Statistics|Variance Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,,n/a,,0
198,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
199,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
200,Variance Test,hard,14B,V4,1,0,0,1,1,1,1,2,F-Test for Variance,Mood Variance Test|Levene Test,,,,,n/a,,0
201,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
202,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,3,1,Kolmogorov-Smirnov Test|Anderson-Darling Test|Shapiro-Wilk Test of Normality,Kolmogorov-Smirnov Test,,,,,n/a,,0
203,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
204,Correlation Analysis,hard,14B,V4,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
205,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
206,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
207,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
208,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
209,Variance Test,easy,14B,V4,1,0,0,1,0,1,3,4,Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,,n/a,,0
210,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
211,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
212,Contingency Table Test,hard,14B,V4,1,0,0,1,1,1,1,1,Chi-square Independence Test,Fisher Exact Test,,,,,n/a,,0
213,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
214,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
215,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
216,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
217,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,1,3,Shapiro-Wilk Test of Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
218,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
219,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
220,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
221,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
222,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
223,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
224,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
225,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
226,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Descriptive Statistics|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
227,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,2,3,Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,1
228,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
229,Contingency Table Test,easy,14B,V4,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
230,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
231,Distribution Compliance Test,hard,14B,V4,1,0,0,0,1,1,10,3,Mean|Median|Mode|Range|Quartile|Standard Deviation|Skewness|Kurtosis|Mood Variance Test|Levene Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,1
232,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
233,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
234,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Levene Test|Mood Variance Test,Mood Variance Test|Levene Test,,,,,n/a,,1
235,Variance Test,hard,14B,V4,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,,,,,n/a,,0
236,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
237,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
238,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
239,Variance Test,hard,14B,V4,1,0,0,1,1,1,1,2,F-Test for Variance,Mood Variance Test|Levene Test,,,,,n/a,,0
240,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
241,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
242,Correlation Analysis,hard,14B,V4,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
243,Variance Test,hard,14B,V4,1,0,0,1,1,0,3,2,Levene Test|Mood Variance Test|Bartlett Test,Mood Variance Test|Levene Test,,,,,n/a,,1
244,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
245,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
246,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
247,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
248,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
249,Correlation Analysis,hard,14B,V4,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
250,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Fisher Exact Test,,,,,n/a,,0
251,Variance Test,hard,14B,V4,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,0
252,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
253,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
254,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
255,Descriptive Statistics,easy,14B,V4,1,0,0,1,1,0,4,1,Quartile|Mean|Median|Standard Deviation,Quartile,,,,,n/a,,0
256,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,2,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
257,Contingency Table Test,easy,14B,V4,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,1
258,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
259,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
260,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,1,3,Shapiro-Wilk Test of Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
261,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Anderson-Darling Test|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
262,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
263,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
264,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
265,Descriptive Statistics,easy,14B,V4,1,1,1,1,0,0,1,1,Quartile,Quartile,,,,,n/a,,0
266,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
267,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
268,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
269,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
270,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
271,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
272,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
273,Variance Test,hard,14B,V4,1,0,0,1,1,1,1,2,F-Test for Variance,Mood Variance Test|Levene Test,,,,,n/a,,0
274,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,2,3,Descriptive Statistics|Distribution Compliance Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
275,Descriptive Statistics,easy,14B,V4,1,0,0,1,1,0,4,1,Skewness|Mean|Median|Standard Deviation,Skewness,,,,,n/a,,0
276,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
277,Correlation Analysis,hard,14B,V4,1,0,0,1,1,0,3,1,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
278,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
279,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
